,time,s_user,s_domain,d_user,d_domain,scom,dcom,a_t,logon_type,a_ot,s/f
0,4322538,C10417,DOM1,C10417$,DOM1,C10417,C625,Kerberos,Network,LogOn,"Success
"
0,1267084,C8456,DOM1,C8456$,DOM1,C231,C231,?,Network,LogOff,"Success
"
0,2593063,C551,DOM1,C551$,DOM1,C551,C529,NTLM,Network,LogOn,"Success
"
0,4799053,U8266,DOM1,U8266,DOM1,C17792,C3173,?,?,TGS,"Success
"
0,563398,C1708,DOM1,C1708$,DOM1,C528,C528,?,Network,LogOff,"Success
"
0,1934647,C9079,DOM1,C9079$,DOM1,C612,C612,?,Network,LogOff,"Success
"
0,466270,NETWORK SERVICE,C5151,NETWORK SERVICE,C5151,C5151,C5151,Negotiate,Service,LogOn,"Success
"
0,1838416,U2116,DOM1,U2116,DOM1,C6347,C801,Kerberos,Network,LogOn,"Success
"
0,4129759,C1054,DOM1,C1054$,DOM1,C1798,C1054,Kerberos,Network,LogOn,"Success
"
0,1978162,C4345,DOM1,C4345$,DOM1,C4345,C586,Kerberos,Network,LogOn,"Success
"
0,1878291,C4289,DOM1,C4289$,DOM1,C4289,C586,?,?,TGS,"Success
"
0,3702589,C1697,DOM1,C1697$,DOM1,C1971,C1971,Kerberos,Network,LogOn,"Success
"
0,794022,C503,DOM1,C503$,DOM1,C503,C529,?,?,TGS,"Success
"
0,3661771,U4952,DOM1,U4952,DOM1,C11764,C467,Kerberos,Network,LogOn,"Success
"
0,1234538,C14271,DOM1,C14271$,DOM1,C586,C586,?,Network,LogOff,"Success
"
0,4993428,U3550,DOM1,U3550,DOM1,C3309,C457,Kerberos,Network,LogOn,"Success
"
0,4964217,ANONYMOUS LOGON,C586,ANONYMOUS LOGON,C586,C586,C586,?,Network,LogOff,"Success
"
0,840347,C7024,DOM1,C7024$,DOM1,C7024,C586,Kerberos,Network,LogOn,"Success
"
0,3701149,ANONYMOUS LOGON,C586,ANONYMOUS LOGON,C586,C11147,C586,NTLM,Network,LogOn,"Success
"
0,1390382,U2352,DOM1,U2352,DOM1,C2162,C2162,?,Network,LogOff,"Success
"
0,3760718,U7506,DOM1,U7506,DOM1,C570,C570,?,?,TGT,"Success
"
0,633836,U160,DOM1,U160,DOM1,C1691,C1691,?,Network,LogOff,"Success
"
0,734238,U9179,DOM1,U9179,DOM1,C612,C612,?,Network,LogOff,"Success
"
0,4575023,C16223,DOM1,C16223$,DOM1,C16223,C467,Kerberos,Network,LogOn,"Success
"
0,1359141,C8416,DOM1,C8416$,DOM1,C8416,TGT,?,?,TGS,"Success
"
0,286664,C14038,DOM1,C14038$,DOM1,C529,C529,?,Network,LogOff,"Success
"
0,4422717,C8555,DOM1,C8555$,DOM1,C8555,C457,NTLM,Network,LogOn,"Success
"
0,4510433,C7586,DOM1,C7586$,DOM1,C7586,C457,Kerberos,Network,LogOn,"Success
"
0,1462454,C314,DOM1,C314$,DOM1,C314,C314,?,?,TGT,"Success
"
0,3063535,C17490,DOM1,C17490$,DOM1,C625,C625,?,Network,LogOff,"Success
"
0,1622302,U10476,DOM1,U10476,DOM1,C105,C104,?,?,TGS,"Success
"
0,1500832,C467,DOM1,C467$,DOM1,C2106,C2106,?,Network,LogOff,"Success
"
0,3942901,C586,DOM1,C586$,DOM1,C586,C586,Kerberos,Network,LogOn,"Success
"
0,1128139,C22454,DOM1,C22454$,DOM1,C1798,C22454,Kerberos,Network,LogOn,"Success
"
0,4319557,U859,DOM1,U859,DOM1,C3780,C1065,Kerberos,Network,LogOn,"Success
"
0,1243095,C585,DOM1,C585$,DOM1,C585,C586,Kerberos,Network,LogOn,"Success
"
0,141423,C12763,DOM1,C12763$,DOM1,C467,C467,?,Network,LogOff,"Success
"
0,4472038,U6235,DOM1,U6235,DOM1,C612,C612,?,Network,LogOff,"Success
"
0,1709394,C21432,DOM1,C21432$,DOM1,C1065,C1065,?,Network,LogOff,"Success
"
0,1324274,C11441,DOM1,C11441$,DOM1,C11441,C11441,Kerberos,Network,LogOn,"Success
"
0,630058,C1065,DOM1,C1065$,DOM1,C529,C529,?,Network,LogOff,"Success
"
0,3526702,ANONYMOUS LOGON,C586,ANONYMOUS LOGON,C586,C586,C586,?,Network,LogOff,"Success
"
0,762580,C6897,DOM1,C6897$,DOM1,C6897,C1015,NTLM,Network,LogOn,"Success
"
0,3510508,C18285,DOM1,C18285$,DOM1,C18285,C2855,Kerberos,Network,LogOn,"Success
"
0,2299002,U2182,DOM1,U2182,DOM1,C6576,TGT,?,?,TGS,"Success
"
0,4233665,U10169,DOM1,U10169,DOM1,C21052,C457,Kerberos,Network,LogOn,"Success
"
0,3029703,C11065,DOM1,C11065$,DOM1,C11065,C1065,Kerberos,Network,LogOn,"Success
"
0,4604437,U1491,DOM1,U1491,DOM1,C8062,C801,Kerberos,Network,LogOn,"Success
"
0,4949217,NETWORK SERVICE,C23674,NETWORK SERVICE,C23674,C23674,C23674,Negotiate,Service,LogOn,"Success
"
0,564577,C7962,DOM1,C7962$,DOM1,C7962,C612,Kerberos,Network,LogOn,"Success
"
0,4562007,C9404,DOM1,C9404$,DOM1,C9404,C586,Kerberos,Network,LogOn,"Success
"
0,2218424,C1065,DOM1,C1065$,DOM1,C1065,C1065,Kerberos,Network,LogOn,"Success
"
0,3501929,C2397,DOM1,C2397$,DOM1,C2398,C457,Kerberos,Network,LogOn,"Success
"
0,3931505,C368,DOM1,C368$,DOM1,C368,C368,?,?,TGS,"Success
"
0,3377592,C1750,DOM1,C1750$,DOM1,C1750,C1750,Kerberos,Network,LogOn,"Success
"
0,1672051,C553,DOM1,C553$,DOM1,C612,C612,?,Network,LogOff,"Success
"
0,2956,U66,DOM1,U66,DOM1,C3649,C3649,Kerberos,Network,LogOn,"Success
"
0,2466928,U63,DOM1,U63,DOM1,C1755,C1755,Kerberos,Network,LogOn,"Success
"
0,1945461,C19354,DOM1,C19354$,DOM1,C457,C457,?,Network,LogOff,"Success
"
0,3356915,U7912,DOM1,U7912,DOM1,C17174,C529,Kerberos,Network,LogOn,"Success
"
0,1147601,U22,DOM1,U22,DOM1,C1703,C1703,?,Network,LogOff,"Success
"
0,2814313,U2064,DOM1,U2064,DOM1,C6328,C2310,?,?,AuthMap,"Success
"
0,4794330,C22903,DOM1,C22903$,DOM1,C22903,C1065,Kerberos,Network,LogOn,"Success
"
0,2444142,U48,DOM1,U48,DOM1,C419,C419,Kerberos,Network,LogOn,"Success
"
0,327429,U7298,DOM1,U7298,DOM1,C17813,C625,Kerberos,Network,LogOn,"Success
"
0,2812800,C1713,DOM1,C1713$,DOM1,C1713,C1713,Kerberos,Network,LogOn,"Success
"
0,3452570,C1025,DOM1,C1025$,DOM1,C561,C561,?,Network,LogOff,"Success
"
0,1612479,C7298,DOM1,C7298$,DOM1,C7298,C528,Kerberos,Network,LogOn,"Success
"
0,527823,C20371,DOM1,C20371$,DOM1,C20371,C1065,Kerberos,Network,LogOn,"Success
"
0,3096454,U3695,DOM1,U3695,DOM1,C10,C10,?,Network,LogOff,"Success
"
0,4083425,C599,DOM1,C599$,DOM1,C101,C101,?,Network,LogOff,"Success
"
0,4289812,C9438,DOM1,C9438$,DOM1,C1065,C1065,?,Network,LogOff,"Success
"
0,174264,U15,DOM1,U15,DOM1,C2010,C2010,?,?,TGS,"Success
"
0,3571277,U3682,DOM1,U3682,DOM1,C625,C625,?,Network,LogOff,"Success
"
0,1953184,U9387,DOM1,U9387,DOM1,C19755,C457,?,?,TGS,"Success
"
0,2394335,U1600,DOM1,U1600,DOM1,C612,C612,?,Network,LogOff,"Success
"
0,2541040,C585,DOM1,C585$,DOM1,C586,C586,?,Network,LogOff,"Success
"
0,4513367,NETWORK SERVICE,C6413,NETWORK SERVICE,C6413,C6413,C6413,Negotiate,Service,LogOn,"Success
"
0,3506315,U1431,DOM1,U1431,DOM1,C2162,C2162,?,Network,LogOff,"Success
"
0,1252029,U118,DOM1,U118,DOM1,C1833,C1833,NTLM,Network,LogOn,"Success
"
0,1581932,C11959,DOM1,C11959$,DOM1,C11959,C529,Kerberos,Network,LogOn,"Success
"
0,2060302,C1712,DOM1,C1712$,DOM1,C2162,C2162,?,Network,LogOff,"Success
"
0,1422483,U3422,DOM1,U3422,DOM1,C8994,C1015,Kerberos,Network,LogOn,"Success
"
0,4007063,U1117,DOM1,U1117,DOM1,C1307,C3443,NTLM,Network,LogOn,"Success
"
0,4367813,C4738,DOM1,C4738$,DOM1,C4738,C4738,?,Network,LogOff,"Success
"
0,3722816,C3827,DOM1,C3827$,DOM1,C2106,C2106,?,Network,LogOff,"Success
"
0,3996035,C10539,DOM1,C10539$,DOM1,C1065,C1065,?,Network,LogOff,"Success
"
0,2986628,C10049,DOM1,C10049$,DOM1,C10049,C2106,Kerberos,Network,LogOn,"Success
"
0,4320780,C24322,DOM1,SYSTEM,C24322,C24322,C24322,Negotiate,Service,LogOn,"Success
"
0,3584231,U22,DOM1,U22,DOM1,C965,C1065,Kerberos,Network,LogOn,"Success
"
0,4327420,C567,DOM1,C567$,DOM1,C1085,C1085,?,Network,LogOff,"Success
"
0,1825045,C19219,DOM1,C19219$,DOM1,C19219,C467,Kerberos,Network,LogOn,"Success
"
0,4164450,C13003,DOM1,C13003$,DOM1,C13003,C529,Kerberos,Network,LogOn,"Success
"
0,4509419,C2786,DOM1,C2786$,DOM1,C2786,C2786,?,?,TGS,"Success
"
0,2548640,U7,DOM1,U7,DOM1,C61,C61,?,Network,LogOff,"Success
"
0,2230757,U5060,DOM1,U5060,DOM1,C22866,C2162,Kerberos,Network,LogOn,"Success
"
0,1670723,C20314,DOM1,C20314$,DOM1,C20314,C20314,?,?,TGT,"Success
"
0,4168379,NETWORK SERVICE,C6621,NETWORK SERVICE,C6621,C6621,C6621,Negotiate,Service,LogOn,"Success
"
0,626341,U78,DOM1,C1727$,DOM1,C1727,C1727,?,?,AuthMap,"Success
"
0,3532518,U8929,DOM1,U8929,DOM1,C467,C467,?,Network,LogOff,"Success
"
0,2971817,C16459,DOM1,C16459$,DOM1,C16459,C1065,Kerberos,Network,LogOn,"Success
"
0,2438647,C2248,DOM1,C2248$,DOM1,C2249,C1065,Kerberos,Network,LogOn,"Success
"
0,1236918,C16496,DOM1,C16496$,DOM1,C16496,C625,Kerberos,Network,LogOn,"Success
"
0,3206609,C6273,DOM1,C6273$,DOM1,C801,C801,?,Network,LogOff,"Success
"
0,1448689,U9954,DOM1,U9954,DOM1,C20960,C2106,Kerberos,Network,LogOn,"Success
"
0,2684126,C4257,DOM1,C4257$,DOM1,C586,C586,?,Network,LogOff,"Success
"
0,1249288,U66,DOM1,U66,DOM1,C779,C779,?,Network,LogOff,"Success
"
0,1415717,C22990,DOM1,C22990$,DOM1,C1065,C1065,?,Network,LogOff,"Success
"
0,1266139,U652,DOM1,U652,DOM1,C612,C612,?,Network,LogOff,"Success
"
0,1945991,C586,DOM1,C586$,DOM1,C586,C586,?,Network,LogOff,"Success
"
0,1840306,U9877,DOM1,U9877,DOM1,C586,C586,?,Network,LogOff,"Success
"
0,3035305,C8424,DOM1,C8424$,DOM1,C586,C586,?,Network,LogOff,"Success
"
0,212424,C2499,DOM1,C2499$,DOM1,C2500,C612,Kerberos,Network,LogOn,"Success
"
0,123231,C5105,DOM1,C5105$,DOM1,C2106,C2106,?,Network,LogOff,"Success
"
0,4444562,U2481,DOM1,U2481,DOM1,C1025,C1025,?,Network,LogOff,"Success
"
0,2916177,C467,DOM1,C467$,DOM1,C467,C467,?,Network,LogOff,"Success
"
0,3200614,C18656,DOM1,C18656$,DOM1,C18656,C18656,?,Network,LogOff,"Success
"
0,1740276,C10964,DOM1,C10964$,DOM1,C10964,C467,Kerberos,Network,LogOn,"Success
"
0,4949256,U2943,DOM1,U2943,DOM1,C528,C528,?,Network,LogOff,"Success
"
0,803134,U34,DOM1,U34,DOM1,C921,C921,?,Network,LogOff,"Success
"
0,2711073,C9182,DOM1,C9182$,DOM1,C9182,C467,Kerberos,Network,LogOn,"Success
"
0,4999781,C25910,DOM1,C25910$,DOM1,C25910,C25910,Kerberos,Network,LogOn,"Success
"
0,789343,C10801,DOM1,C10801$,DOM1,C2106,C2106,?,Network,LogOff,"Success
"
0,568821,C2425,DOM1,C2425$,DOM1,C2426,C2426,?,?,TGT,"Success
"
0,271872,C9603,DOM1,C9603$,DOM1,C457,C457,?,Network,LogOff,"Success
"
0,3227625,U1854,DOM9,U1854,DOM9,C1382,C1382,?,?,TGS,"Success
"
0,945413,C2700,DOM1,C2700$,DOM1,C2700,C2700,?,Network,LogOff,"Success
"
0,1663709,C4937,DOM1,C4937$,DOM1,C2106,C2106,?,Network,LogOff,"Success
"
0,4173809,C16336,DOM1,C16336$,DOM1,C16336,C467,NTLM,Network,LogOn,"Success
"
0,164697,C585,DOM1,C585$,DOM1,C585,C586,Kerberos,Network,LogOn,"Success
"
0,3660528,C2278,DOM1,C2278$,DOM1,C2278,C2278,Kerberos,Network,LogOn,"Success
"
0,3668380,C26122,DOM1,LOCAL SERVICE,C26122,C26122,C26122,Negotiate,Service,LogOn,"Success
"
0,4899634,U1989,DOM1,U1989,DOM1,C528,C528,?,Network,LogOff,"Success
"
0,925899,U614,DOM1,U614,DOM1,C16833,C612,Kerberos,Network,LogOn,"Success
"
0,3633823,C1879,DOM1,C1879$,DOM1,C1879,C1879,?,Network,LogOff,"Success
"
0,4409344,U4634,DOM1,U4634,DOM1,C11370,C457,Kerberos,Network,LogOn,"Success
"
0,4051833,NETWORK SERVICE,C25568,NETWORK SERVICE,C25568,C25568,C25568,Negotiate,Service,LogOn,"Success
"
0,4620824,C10488,DOM1,C10488$,DOM1,C612,C612,?,Network,LogOff,"Success
"
0,3730598,U6354,DOM1,U6354,DOM1,C6939,C528,Kerberos,Network,LogOn,"Success
"
0,1654367,U1396,DOM1,U1396,DOM1,C3173,C3173,?,Network,LogOff,"Success
"
0,1876886,C19536,DOM1,C19536$,DOM1,C19536,C19536,?,Network,LogOff,"Success
"
0,695218,C9448,DOM1,C9448$,DOM1,C1065,C1065,?,Network,LogOff,"Success
"
0,877986,C18745,DOM1,C18745$,DOM1,C18745,C625,Kerberos,Network,LogOn,"Success
"
0,19759,C1890,DOM1,C1890$,DOM1,C625,C625,?,Network,LogOff,"Success
"
0,1699875,C123,DOM1,C123$,DOM1,C527,C553,?,?,TGS,"Success
"
0,1060845,C6843,DOM1,C6843$,DOM1,C467,C467,?,Network,LogOff,"Success
"
0,1108722,C10688,DOM1,C10688$,DOM1,C2162,C2162,?,Network,LogOff,"Success
"
0,4781153,NETWORK SERVICE,C5198,NETWORK SERVICE,C5198,C5198,C5198,Negotiate,Service,LogOn,"Success
"
0,3718339,U1915,?,U1915,?,C5999,C5999,?,?,TGT,"Fail
"
0,482131,C19572,DOM1,C19572$,DOM1,C2106,C2106,?,Network,LogOff,"Success
"
0,4499997,C22501,DOM1,C22501$,DOM1,C1065,C1065,?,Network,LogOff,"Success
"
0,1091925,C14551,DOM1,C14551$,DOM1,C22752,C586,Kerberos,Network,LogOn,"Success
"
0,3847912,U1694,DOM1,U1694,DOM1,C9864,C625,?,?,TGS,"Success
"
0,4096954,NETWORK SERVICE,C5542,NETWORK SERVICE,C5542,C5542,C5542,Negotiate,Service,LogOn,"Success
"
0,4644223,C1688,DOM1,C1688$,DOM1,C1689,C457,?,?,TGS,"Success
"
0,4307622,C123,DOM1,C123$,DOM1,C101,C101,?,Network,LogOff,"Success
"
0,2426373,U5486,DOM1,U5486,DOM1,C12857,C529,?,?,TGS,"Success
"
0,3630751,NETWORK SERVICE,C7182,NETWORK SERVICE,C7182,C7182,C7182,Negotiate,Service,LogOn,"Success
"
0,295677,C12900,DOM1,C12900$,DOM1,C12900,C528,Kerberos,Network,LogOn,"Success
"
0,836423,C15753,DOM1,C15753$,DOM1,C15753,C467,Kerberos,Network,LogOn,"Success
"
0,2887583,C5981,DOM1,C5981$,DOM1,C5981,C5981,?,?,TGT,"Success
"
0,240573,C3945,DOM1,C3945$,DOM1,C3945,C1065,Kerberos,Network,LogOn,"Success
"
0,3441250,C2313,DOM1,C2313$,DOM1,C2313,C2313,?,Network,LogOff,"Success
"
0,4915129,C4835,DOM1,C4835$,DOM1,C4835,C467,Kerberos,Network,LogOn,"Success
"
0,1163744,U5265,DOM1,U5265,DOM1,C12391,C743,Kerberos,Network,LogOn,"Success
"
0,659836,C11783,DOM1,C11783$,DOM1,C801,C801,?,Network,LogOff,"Success
"
0,1007465,C2234,DOM1,C2234$,DOM1,C625,C625,?,Network,LogOff,"Success
"
0,2378690,C20869,DOM1,C20869$,DOM1,C2106,C2106,?,Network,LogOff,"Success
"
0,2500947,C2079,DOM1,C2079$,DOM1,C2079,C457,Kerberos,Network,LogOn,"Success
"
0,651869,C8301,DOM1,C8301$,DOM1,C8301,C3173,?,?,TGS,"Success
"
0,287463,C104,DOM1,C104$,DOM1,C105,C1085,Kerberos,Network,LogOn,"Success
"
0,4698541,C11213,DOM1,C11213$,DOM1,C2106,C2106,?,Network,LogOff,"Success
"
0,732808,U72,DOM1,U72,DOM1,C841,C2162,Kerberos,Network,LogOn,"Success
"
0,810532,ANONYMOUS LOGON,C457,ANONYMOUS LOGON,C457,C9526,C457,NTLM,Network,LogOn,"Success
"
0,3096833,C599,DOM1,C599$,DOM1,C553,C553,?,Network,LogOff,"Success
"
0,2387254,C17037,DOM1,C17037$,DOM1,C17037,C612,?,?,TGS,"Success
"
0,2916120,C4245,DOM1,C4245$,DOM1,C4246,C467,Kerberos,Network,LogOn,"Success
"
0,4269664,ANONYMOUS LOGON,C586,ANONYMOUS LOGON,C586,C6975,C586,NTLM,Network,LogOn,"Success
"
0,3294887,C743,DOM1,C743$,DOM1,C743,C586,Kerberos,Network,LogOn,"Success
"
0,1473229,U2558,DOM1,U2558,DOM1,C2106,C2106,?,Network,LogOff,"Success
"
0,1548747,C9999,DOM1,C9999$,DOM1,C612,C612,?,Network,LogOff,"Success
"
0,1022977,U5319,DOM1,U5319,DOM1,C3443,C3443,?,Network,LogOff,"Success
"
0,661597,U22,DOM1,U22,DOM1,C965,C528,Kerberos,Network,LogOn,"Success
"
0,1351403,U1498,DOM1,U1498,DOM1,C7620,TGT,?,?,TGS,"Success
"
0,715056,U22,DOM1,U22,DOM1,C506,C2106,Kerberos,Network,LogOn,"Success
"
0,663377,C13150,DOM1,C13150$,DOM1,C13150,C457,Kerberos,Network,LogOn,"Success
"
0,964877,U2404,DOM1,U2404,DOM1,C486,C486,?,Network,LogOff,"Success
"
0,2336927,C12116,DOM1,C12116$,DOM1,C2106,C2106,?,Network,LogOff,"Success
"
0,3124709,C14375,DOM1,C14375$,DOM1,C467,C467,?,Network,LogOff,"Success
"
0,4969302,U4213,DOM1,U4213,DOM1,C2106,C2106,?,Network,LogOff,"Success
"
0,573924,C1633,DOM1,C1633$,DOM1,C1633,C2162,Kerberos,Network,LogOn,"Success
"
0,3379214,U3875,DOM1,U3875,DOM1,C8734,C1065,Kerberos,Network,LogOn,"Success
"
0,2092152,U6100,DOM1,U6100,DOM1,C13920,C529,Kerberos,Network,LogOn,"Success
"
0,4298424,C1151,DOM1,C1151$,DOM1,C1151,C625,Kerberos,Network,LogOn,"Success
"
0,2577247,C18510,DOM1,C18510$,DOM1,C457,C457,?,Network,LogOff,"Success
"
0,2301811,C1794,DOM1,C1794$,DOM1,C1795,C523,Kerberos,Network,LogOn,"Success
"
0,4979253,C8293,DOM1,C8293$,DOM1,C8293,C467,Kerberos,Network,LogOn,"Success
"
0,3498567,NETWORK SERVICE,C25360,NETWORK SERVICE,C25360,C25360,C25360,Negotiate,Service,LogOn,"Success
"
0,4446376,U556,DOM1,U556,DOM1,C2997,C625,Kerberos,Network,LogOn,"Success
"
0,1737365,C1202,DOM1,C1202$,DOM1,C1202,C529,Kerberos,Network,LogOn,"Success
"
0,979942,C561,DOM1,C561$,DOM1,C1065,C1065,?,Network,LogOff,"Success
"
0,2841695,C22534,DOM1,C22534$,DOM1,C22535,C22535,?,?,TGT,"Success
"
0,1457699,C19556,DOM1,C19556$,DOM1,C2106,C2106,?,Network,LogOff,"Success
"
0,3515234,U11986,DOM1,U11986,DOM1,C574,C567,?,?,TGS,"Success
"
0,3510533,C1340,DOM1,C1340$,DOM1,C1340,C1340,?,Network,LogOff,"Success
"
0,4471298,U16,DOM1,U16,DOM1,C612,C612,?,?,TGT,"Fail
"
0,1397574,C9982,DOM1,C9982$,DOM1,C9982,C625,?,?,TGS,"Success
"
0,2987789,C104,DOM1,C104$,DOM1,C105,C101,Kerberos,Network,LogOn,"Success
"
0,1078196,C17668,DOM1,C17668$,DOM1,C612,C612,?,Network,LogOff,"Success
"
0,2155914,C1233,DOM1,C1233$,DOM1,C1065,C1065,?,Network,LogOff,"Success
"
0,3408311,C936,DOM1,C936$,DOM1,C936,C936,?,Network,LogOff,"Success
"
0,2377900,ANONYMOUS LOGON,C457,ANONYMOUS LOGON,C457,C18539,C457,NTLM,Network,LogOn,"Success
"
0,808902,C1273,DOM1,C1273$,DOM1,C1273,C467,Kerberos,Network,LogOn,"Success
"
0,2240327,U645,DOM1,U645,DOM1,C1619,C1619,?,?,TGT,"Success
"
0,1394343,U3530,DOM1,U3530,DOM1,C9190,C528,Kerberos,Network,LogOn,"Success
"
0,1855789,C3093,DOM1,C3093$,DOM1,C3093,C529,Kerberos,Network,LogOn,"Success
"
0,569300,U1846,DOM1,U1846,DOM1,C5919,C2855,Kerberos,Network,LogOn,"Success
"
0,3077349,U5838,DOM1,U5838,DOM1,C625,C625,?,Network,LogOff,"Success
"
0,2643104,U66,DOM1,U66,DOM1,C1823,C72,Kerberos,Network,LogOn,"Success
"
0,2419820,U2805,DOM1,U2805,DOM1,C7523,C457,Kerberos,Network,LogOn,"Success
"
0,4950424,C2510,DOM1,C2510$,DOM1,C2510,C529,Kerberos,Network,LogOn,"Success
"
0,3521314,C6053,DOM1,C6053$,DOM1,C612,C612,?,Network,LogOff,"Success
"
0,3936624,C2403,DOM1,C2403$,DOM1,C2404,C2404,?,?,TGT,"Success
"
0,4646276,C4759,DOM1,C4759$,DOM1,C4759,C612,Kerberos,Network,LogOn,"Success
"
0,4288576,C23427,DOM1,C23427$,DOM1,C24345,C625,Kerberos,Network,LogOn,"Success
"
0,3325844,C1891,DOM1,C1891$,DOM1,C1891,C625,Kerberos,Network,LogOn,"Success
"
0,4439047,NETWORK SERVICE,C24939,NETWORK SERVICE,C24939,C24939,C24939,Negotiate,Service,LogOn,"Success
"
0,3902900,ANONYMOUS LOGON,C586,ANONYMOUS LOGON,C586,C347,C586,NTLM,Network,LogOn,"Success
"
0,3143711,C4150,DOM1,C4150$,DOM1,C4150,C4150,Kerberos,Network,LogOn,"Success
"
0,300098,C1688,DOM1,C1688$,DOM1,C612,C612,?,Network,LogOff,"Success
"
0,2175859,C1570,DOM1,C1570$,DOM1,C1570,C586,Kerberos,Network,LogOn,"Success
"
0,4543926,C26310,DOM1,C26310$,DOM1,C1065,C1065,?,Network,LogOff,"Success
"
0,1666950,U2674,DOM1,U2674,DOM1,C457,C457,?,Network,LogOff,"Success
"
0,2306351,C13779,DOM1,C13779$,DOM1,C528,C528,?,Network,LogOff,"Success
"
0,4262045,U4813,DOM1,U4813,DOM1,C11508,C585,Kerberos,Network,LogOn,"Success
"
0,1160854,C9986,DOM1,C9986$,DOM1,C9986,C612,Kerberos,Network,LogOn,"Success
"
0,2078369,U2483,DOM1,U2483,DOM1,C1922,C1922,?,?,TGT,"Success
"
0,4148051,C586,DOM1,C586$,DOM1,C586,C586,?,Network,LogOff,"Success
"
0,3931247,U4373,DOM1,U4373,DOM1,C3627,TGT,?,?,TGS,"Success
"
0,2802663,C12071,DOM1,C12071$,DOM1,C12071,C586,Kerberos,Network,LogOn,"Success
"
0,4144177,C24417,DOM1,C24417$,DOM1,C529,C529,?,Network,LogOff,"Success
"
0,3409380,U7,DOM1,U7,DOM1,C61,C61,?,Network,LogOff,"Success
"
0,644445,U1384,DOM1,U1384,DOM1,C3206,TGT,?,?,TGS,"Success
"
0,3141593,C355,DOM1,C355$,DOM1,C528,C528,?,Network,LogOff,"Success
"
0,182083,C1847,DOM1,C1847$,DOM1,C1847,C1847,Kerberos,Network,LogOn,"Success
"
0,453931,U409,DOM1,U409,DOM1,C3387,C2310,?,?,AuthMap,"Success
"
0,2048843,U7,DOM1,U7,DOM1,C61,C61,?,Network,LogOff,"Success
"
0,3205473,U608,DOM1,U608,DOM1,C14829,C14825,Kerberos,Network,LogOn,"Success
"
0,45291,U3992,DOM1,U3992,DOM1,C9902,C612,Kerberos,Network,LogOn,"Success
"
0,4203758,U7115,DOM1,U7115,DOM1,C586,C586,?,Network,LogOff,"Success
"
0,3329393,C20427,DOM1,C20427$,DOM1,C457,C457,?,Network,LogOff,"Success
"
0,2865982,U1491,DOM1,U1491,DOM1,C8062,C585,Kerberos,Network,LogOn,"Success
"
0,1736374,C690,DOM1,C690$,DOM1,C690,C467,Kerberos,Network,LogOn,"Success
"
0,868948,U1719,DOM1,U1719,DOM1,C612,C612,?,Network,LogOff,"Success
"
0,76641,C523,DOM1,C523$,DOM1,C523,C457,Kerberos,Network,LogOn,"Success
"
0,197854,U500,DOM1,U500,DOM1,C457,C457,?,Network,LogOff,"Success
"
0,318798,C14777,DOM1,C14777$,DOM1,C14777,C467,?,?,TGS,"Success
"
0,1159319,U8516,DOM1,U8516,DOM1,C612,C612,?,Network,LogOff,"Success
"
0,3551197,C5937,DOM1,C5937$,DOM1,C467,C467,?,Network,LogOff,"Success
"
0,1965130,U5760,DOM1,U5760,DOM1,C13132,C2327,?,?,TGS,"Success
"
0,2677501,C1615,DOM1,C1615$,DOM1,C1615,C1065,Kerberos,Network,LogOn,"Success
"
0,757059,C14477,DOM1,C14477$,DOM1,C14477,C1065,Kerberos,Network,LogOn,"Success
"
0,679153,C9238,DOM1,C9238$,DOM1,C9238,C625,NTLM,Network,LogOn,"Success
"
0,2979981,C20522,DOM1,C20522$,DOM1,C20522,C20522,?,?,TGS,"Success
"
0,4980567,U7642,DOM1,U7642,DOM1,C16654,C10,NTLM,Network,LogOn,"Success
"
0,4493515,C5377,DOM1,C5377$,DOM1,C612,C612,?,Network,LogOff,"Success
"
0,878411,ANONYMOUS LOGON,C586,ANONYMOUS LOGON,C586,C2729,C586,NTLM,Network,LogOn,"Success
"
0,3166395,C18842,DOM1,C18842$,DOM1,C457,C457,?,Network,LogOff,"Success
"
0,3579290,U745,DOM1,U745,DOM1,C612,C612,?,Network,LogOff,"Success
"
0,1756217,C2397,DOM1,C2397$,DOM1,C2398,C1065,?,?,TGS,"Success
"
0,73705,C2235,DOM1,C2235$,DOM1,C625,C625,?,Network,LogOff,"Success
"
0,4589136,C5253,DOM1,C5253$,DOM1,C5253,C5253,?,Network,LogOff,"Success
"
0,3834393,U48,DOM1,U48,DOM1,C419,C419,?,Network,LogOff,"Success
"
0,3668348,U22,DOM1,U22,DOM1,C528,C528,?,Network,LogOff,"Success
"
0,2144095,C3147,DOM1,C3147$,DOM1,C3147,C625,Kerberos,Network,LogOn,"Success
"
0,3884543,NETWORK SERVICE,C12860,NETWORK SERVICE,C12860,C12860,C12860,Negotiate,Service,LogOn,"Success
"
0,2374220,U10827,DOM1,U10827,DOM1,C10,C10,?,Network,LogOff,"Success
"
0,4415720,C538,DOM1,C538$,DOM1,C539,C467,Kerberos,Network,LogOn,"Success
"
0,2983309,C457,DOM1,U3348,DOM1,C5453,C457,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,Network,LogOn,"Success
"
0,1032807,C2057,DOM1,C2057$,DOM1,C529,C529,?,Network,LogOff,"Success
"
0,4718824,U86,DOM1,U86,DOM1,C8424,C561,Kerberos,Network,LogOn,"Success
"
